#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
SteCoeF_043.g885.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   1.4e+04   -3.1   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_100.g1283.t1 -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   2.8e+04   -4.0   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_126.g454.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0     2e+04   -3.5   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_041.g438.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   3.1e+04   -4.1   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_025.g667.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   1.9e+04   -3.4   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_040.g107.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   6.5e+03   -2.0   0.0   1.2   1   1   1   2   2   2   0 -
SteCoeF_023.g242.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   2.6e+03   -0.7   0.0   1.1   1   1   0   1   1   1   0 -
SteCoeF_009.g810.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0     1e+04   -2.6   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_088.g36.t1   -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.1   1.8e+04   -3.4   0.1   1.4   1   1   1   2   2   2   0 -
SteCoeF_083.g394.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   8.3e+03   -2.3   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_066.g449.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   1.6e+04   -3.3   0.0   1.4   1   1   0   1   1   1   0 -
SteCoeF_055.g208.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   1.3e+04   -2.9   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_124.g260.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0     2e+04   -3.5   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_065.g29.t1   -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   3.1e+04   -4.1   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_175.g166.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   3.7e+03   -1.2   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_002.g944.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   1.5e+04   -3.1   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_036.g256.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   9.5   2.5e+03   -0.6   0.1   5.1   8   0   0   8   8   8   0 -
SteCoeF_123.g53.t1   -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   2.1e+04   -3.6   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_104.g646.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.1   1.1e+04   -2.7   0.1   1.3   1   0   0   1   1   1   0 -
SteCoeF_056.g402.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   1.5e+04   -3.1   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_146.g109.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   3.2e+04   -5.0   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_150.g370.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   1.2e+04   -2.8   0.0   1.3   1   1   1   2   2   2   0 -
SteCoeF_027.g139.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   2.3e+04   -3.7   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_014.g1139.t1 -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   3.2e+04   -4.2   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_041.g386.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   1.7e+04   -3.3   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_142.g977.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   1.1e+04   -2.7   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_030.g844.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   3.2e+04   -4.8   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_066.g308.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   3.1e+04   -4.2   0.0   1.4   2   0   0   2   2   2   0 -
SteCoeF_080.g947.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   2.1e+04   -3.6   0.0   1.4   2   0   0   2   2   2   0 -
SteCoeF_019.g200.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   4.5e+03   -1.4   0.0   1.3   1   1   0   1   1   1   0 -
SteCoeF_012.g531.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   7.9e+03   -2.2   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_037.g527.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   3.2e+04   -4.3   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_057.g677.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   7.6e+03   -2.2   0.0   1.3   1   1   0   1   1   1   0 -
SteCoeF_087.g1007.t1 -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   8.2e+03   -2.3   0.0   1.3   1   1   0   1   1   1   0 -
SteCoeF_100.g1285.t1 -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   1.1e+04   -2.7   0.0   1.3   2   0   0   2   2   2   0 -
SteCoeF_039.g1269.t1 -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   1.2e+04   -2.8   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_054.g967.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   1.5e+04   -3.1   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_066.g358.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   1.9e+04   -3.5   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_082.g54.t1   -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   3.2e+04   -4.5   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_028.g420.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   2.1e+04   -3.6   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_064.g1110.t1 -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.1   7.6e+03   -2.2   0.1   1.3   1   0   0   1   1   1   0 -
SteCoeF_063.g922.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0     2e+04   -3.6   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_023.g107.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.1   2.6e+04   -3.9   0.0   1.4   2   0   0   2   2   2   0 -
SteCoeF_108.g153.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   4.1e+03   -1.3   0.0   1.3   1   1   0   1   1   1   0 -
SteCoeF_075.g1195.t1 -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   2.8e+04   -4.0   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_100.g1310.t1 -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0     8e+03   -2.2   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_034.g925.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0     2e+04   -3.6   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_021.g688.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.1   6.7e+03   -2.0   0.1   1.3   1   1   0   1   1   1   0 -
SteCoeF_096.g450.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   1.5e+04   -3.2   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_096.g398.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   2.3e+04   -3.7   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_117.g364.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   1.1e+04   -2.7   0.0   1.3   1   1   0   1   1   1   0 -
SteCoeF_076.g176.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   1.7e+04   -3.3   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_017.g779.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   1.7e+04   -3.3   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_104.g632.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   1.7e+04   -3.3   0.0   1.3   2   0   0   2   2   2   0 -
SteCoeF_050.g186.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   2.8e+04   -4.0   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_065.g1.t1    -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   6.3e+03   -1.9   0.0   1.3   1   1   0   1   1   1   0 -
SteCoeF_138.g701.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   5.9e+03   -1.8   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_002.g574.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   1.6e+04   -3.2   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_138.g648.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   2.4e+04   -3.8   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_062.g634.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.1   8.7e+03   -2.4   0.0   1.3   1   1   0   1   1   1   0 -
SteCoeF_091.g714.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   1.8e+04   -3.4   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_125.g393.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   4.1e+03   -1.3   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_070.g12.t1   -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   6.4e+03   -1.9   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_084.g495.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   3.1e+03   -0.9   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_010.g1228.t1 -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   9.4e+03   -2.5   0.0   1.3   1   1   0   1   1   1   0 -
SteCoeF_029.g628.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   2.5e+04   -3.8   0.0   1.4   2   0   0   2   2   2   0 -
SteCoeF_004.g366.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   3.2e+04   -4.3   0.0   1.4   2   0   0   2   2   2   0 -
SteCoeF_081.g1151.t1 -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   2.1e+04   -3.6   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_058.g731.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   8.8e+03   -2.4   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_003.g1332.t1 -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   1.5e+04   -3.1   0.0   1.3   2   0   0   2   2   2   0 -
SteCoeF_024.g500.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   9.9e+03   -2.6   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_004.g127.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0     5e+03   -1.6   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_023.g129.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   2.2e+04   -3.7   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_021.g584.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.1   2.2e+04   -3.7   0.1   1.4   1   0   0   1   1   1   0 -
SteCoeF_045.g197.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.1   5.6e+03   -1.8   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_018.g1115.t1 -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   1.1e+04   -2.7   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_106.g887.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   3.7e+03   -1.2   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_026.g1011.t1 -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   1.4e+04   -3.0   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_055.g4.t1    -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0     5e+03   -1.6   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_057.g536.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   4.8e+03   -1.5   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_102.g192.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0     3e+04   -4.1   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_053.g954.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   3.2e+04   -4.6   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_050.g236.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.1   7.3e+03   -2.1   0.1   1.2   1   1   0   1   1   1   0 -
SteCoeF_071.g389.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   1.4e+04   -3.0   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_013.g587.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   3.2e+04   -4.6   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_080.g826.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   1.4e+04   -3.1   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_082.g129.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   2.8e+04   -4.0   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_077.g380.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   3.2e+04   -4.4   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_127.g540.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   1.4e+04   -3.0   0.0   1.3   1   1   0   1   1   1   0 -
SteCoeF_058.g778.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.1   3.2e+04   -4.4   0.1   1.4   1   0   0   1   1   1   0 -
SteCoeF_010.g1229.t1 -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   2.3e+04   -3.7   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_035.g63.t1   -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   1.1e+04   -2.7   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_122.g1073.t1 -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   9.6e+03   -2.5   0.0   1.3   2   0   0   2   2   2   0 -
SteCoeF_007.g66.t1   -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   3.2e+04   -4.7   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_028.g478.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   1.7e+04   -3.3   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_019.g146.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.2   3.2e+04   -4.3   0.0   1.4   2   0   0   2   2   2   0 -
SteCoeF_081.g1002.t1 -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   3.7e+03   -1.2   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_012.g532.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   6.2e+03   -1.9   0.0   1.3   1   1   0   1   1   1   0 -
SteCoeF_014.g959.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   1.8e+04   -3.4   0.0   1.3   1   1   0   1   1   1   0 -
SteCoeF_020.g521.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   1.3e+04   -2.9   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_042.g667.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   2.2e+04   -3.6   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_105.g724.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   7.2e+03   -2.1   0.0   1.3   1   1   0   1   1   1   0 -
SteCoeF_130.g928.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   2.1e+04   -3.6   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_130.g934.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0     2e+04   -3.5   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_112.g727.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   7.1e+03   -2.1   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_098.g903.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   9.9e+03   -2.6   0.0   1.3   1   1   0   1   1   1   0 -
SteCoeF_034.g823.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   1.5e+04   -3.2   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_046.g353.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   1.3e+04   -2.9   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_064.g1027.t1 -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   1.4e+04   -3.0   0.0   1.4   1   1   0   1   1   1   0 -
SteCoeF_029.g637.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   1.2e+04   -2.8   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_024.g462.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.1   2.3e+04   -3.7   0.1   1.4   1   0   0   1   1   1   0 -
SteCoeF_111.g541.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   3.2e+04   -4.8   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_018.g1162.t1 -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   6.6e+03   -2.0   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_076.g45.t1   -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.1   4.9e+03   -1.6   0.1   1.2   1   1   0   1   1   1   0 -
SteCoeF_124.g150.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   6.7e+03   -2.0   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_053.g922.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   1.4e+04   -3.1   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_006.g972.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0     6e+03   -1.9   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_014.g1037.t1 -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   1.6e+04   -3.2   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_042.g586.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   3.2e+04   -4.4   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_029.g666.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0     3e+04   -4.1   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_129.g804.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   1.7e+04   -3.3   0.0   1.3   2   0   0   2   2   2   0 -
SteCoeF_063.g832.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   3.2e+04   -4.2   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_118.g457.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   2.3   1.1e+04   -2.7   0.1   2.0   3   0   0   3   3   3   0 -
SteCoeF_003.g1026.t1 -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   9.6e+03   -2.5   0.0   1.3   1   1   0   1   1   1   0 -
SteCoeF_005.g455.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   1.2e+04   -2.9   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_059.g998.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   1.5e+04   -3.1   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_091.g605.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   2.8e+04   -4.0   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_046.g287.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   1.8e+04   -3.4   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_119.g665.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   3.2e+04   -4.5   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_012.g347.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0     7e+03   -2.1   0.0   1.3   2   0   0   2   2   2   0 -
SteCoeF_024.g380.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   7.4e+03   -2.1   0.0   1.3   1   1   0   1   1   1   0 -
SteCoeF_138.g723.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   1.2e+04   -2.8   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_006.g1081.t1 -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   9.3e+03   -2.5   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_027.g26.t1   -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   2.4e+04   -3.8   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_019.g88.t1   -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   3.2e+04   -4.5   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_109.g333.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   3.2e+04   -4.6   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_040.g18.t1   -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   6.7e+03   -2.0   0.0   1.3   1   1   0   1   1   1   0 -
SteCoeF_077.g343.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   2.2e+04   -3.7   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_061.g386.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   7.7e+03   -2.2   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_003.g1221.t1 -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   7.2e+03   -2.1   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_005.g629.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   2.1e+04   -3.6   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_128.g668.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   1.4e+04   -3.1   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_013.g776.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   1.7e+04   -3.3   0.0   1.4   2   0   0   2   2   2   0 -
SteCoeF_032.g417.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   4.3e+03   -1.4   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_149.g313.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   2.2e+04   -3.7   0.0   1.3   2   0   0   2   2   2   0 -
SteCoeF_011.g112.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   1.5e+04   -3.1   0.0   1.3   1   0   0   1   1   1   0 -
